groupid,groupsize,idingroup,strippedname,name,sku,platform,ASIN,matching_likelihood,matching_method,ParentProduct,SKU_Role,source_asin,source_title
208,1,0,Bose Soundlink Color Bluetooth Usb 627840 speakers,"Bose Soundlink Color Bluetooth,Usb 627840 speakers",,Amazon,B0CZTT7QZG,100.0,stripped_name,627840,P,B0CZTT7QZG,"Bose Soundlink Color Bluetooth,Usb 627840 speakers"
125,3,1,Bose 738102-1100 SoundTouch 30 Wireless Speaker Works with Alexa,"Bose 738102-1100 SoundTouch 30 Wireless Speaker, Works with Alexa, Black",ON-3FVG-SU5N,Amazon,B011IKGT46,100.0,stripped_name,738102-1100,P,B011IKGT46,"Bose 738102-1100 SoundTouch 30 Wireless Speaker, Works with Alexa, Black"
125,3,2,Bose 738102-1100 SoundTouch 30 Wireless Speaker Works with Alexa,"Bose 738102-1100 SoundTouch 30 Wireless Speaker, Works with Alexa, Black",X2-QC1K-0VGJ,Amazon,B011IKGT46,100.0,stripped_name,738102-1100,P,B011IKGT46,"Bose 738102-1100 SoundTouch 30 Wireless Speaker, Works with Alexa, Black"
141,3,2,Bose 767397-1110 Wireless Audio System Works with Alexa,"Bose 767397-1110 Wireless Audio System Adapter, Works with Alexa, Black",04890,Ecwid,,100.0,stripped_name,767397-1110,K,B01K6P08FA,"Bose 767397-1110 Wireless Audio System Adapter, Works with Alexa, Black"
221,1,0,Bose Home Speaker 300 Wifi Bluetooth 808429 Tabletop Corded Electric Multi Room speakers,"Bose Home Speaker 300 Wifi,Bluetooth 808429 Tabletop Corded Electric Multi Room speakers",,Amazon,B0CZTVNDDM,100.0,stripped_name,808429,P,B0CZTVNDDM,"Bose Home Speaker 300 Wifi,Bluetooth 808429 Tabletop Corded Electric Multi Room speakers"
113,4,2,Dura Micro DM5133U AC Power Supply 12V 2A,Genuine Dura Micro DM5133U AC Power Supply Adapter 12V ~ 2A,QX-V9YY-7GJG,Amazon,B00Y5ZJ0J8,100.0,stripped_name,AC Power Supply,P,B00Y5ZJ0J8,Genuine Dura Micro DM5133U AC Power Supply Adapter 12V ~ 2A
113,4,3,Dura Micro DM5133U AC Power Supply 12V 2A,Genuine Dura Micro DM5133U AC Power Supply Adapter 12V ~ 2A,363509518128,USAV_eBay,,100.0,stripped_name,AC Power Supply,P,B00Y5ZJ0J8,Genuine Dura Micro DM5133U AC Power Supply Adapter 12V ~ 2A
19,6,0,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,0H-OV8Z-N3Z6,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
19,6,1,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,C5-E45H-E61H,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
19,6,2,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,ZO-8RWE-87NV,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
19,6,3,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P,00968-W,Ecwid,,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
19,6,4,Bose Wave AM FM Radio CD Player AWRC-1P Top Lid Control panel only,Bose Wave AM/FM Radio CD Player AWRC-1P  White  Top/Lid Control panel only,363699381056,USAV_eBay,,0.82,threshold,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
19,6,5,Bose Wave Radio CD Control for Model AWRC-1P,"Bose Wave Radio/CD Remote Control for Model AWRC-1P, White",257229027000,DRAGON_eBay,,0.77,threshold,AWRC-1P,P,B0009I9AY0,Bose Wave Radio and CD Player AWRC-1P White
23,25,17,Bose Wave Music System AWRCC1 Multi-CD Changer,"Bose® Wave® Music System AWRCC1 Multi-CD Changer, Graphite Gray",156090156892,MEKONG_eBay,,1.0,threshold,AWRCC1,P,B00761SWWY,"Bose� Wave� Music System Multi-CD Changer, Graphite Gray"
236,2,0,USAV Solutions Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,GL-S7Q0-O4ZJ,Amazon,B0D6LZ9JYN,100.0,stripped_name,AWRCC1,P,B0D6LZ9JYN,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001
236,2,1,Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,Bose Wave Music II AWRCC1   Main Motherboard Circuit Board 283027-001,266739069278,DRAGON_eBay,,1.15,threshold,AWRCC1,P,B0D6LZ9JYN,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001
23,25,18,Bose Wave Music System AWRCC2 Multi-CD Changer,"Bose Wave Music System AWRCC2 Multi-CD Changer, Platinum White",266089918955,DRAGON_eBay,,0.98,threshold,AWRCC2,A,B000C4ATGY,"Bose Wave Music System Multi-CD Changer, Platinum White"
12,4,0,Lifestyle SA-2 Amplifier,Lifestyle SA-2 Amplifier,G5-KIVB-FN7C,Amazon,B0002JUH34,100.0,stripped_name,Amplifier,P,B0002JUH34,Lifestyle SA-2 Amplifier
12,4,1,Bose Lifestyle SA-2 amplifier,Bose Lifestyle SA-2 amplifier,265770328489,DRAGON_eBay,,1.22,threshold,Amplifier,P,B0002JUH34,Lifestyle SA-2 Amplifier
12,4,2,Bose Lifestyle SA-2 amplifier,Bose Lifestyle SA-2 amplifier,00964,Ecwid,,1.22,threshold,Amplifier,P,B0002JUH34,Lifestyle SA-2 Amplifier
12,4,3,Bose Lifestyle SA-2 amplifier with Bose Link,Bose Lifestyle SA-2 amplifier with Bose Link Cable,266213923136,DRAGON_eBay,,0.9,threshold,Amplifier,P,B0002JUH34,Lifestyle SA-2 Amplifier
87,4,0,Bose SoundTouch SA-4 Amplifier,Bose SoundTouch SA-4 Amplifier (Black),FU-GHAN-H3TO,Amazon,B00FG3DCPG,100.0,stripped_name,Amplifier,P,B00FG3DCPG,Bose SoundTouch SA-4 Amplifier (Black)
87,4,1,Bose SoundTouch SA-4 Amplifier,Bose SoundTouch SA-4 Amplifier (Black),PX-V3F0-HZME,Amazon,B00FG3DCPG,100.0,stripped_name,Amplifier,P,B00FG3DCPG,Bose SoundTouch SA-4 Amplifier (Black)
87,4,2,Bose SoundTouch SA-4 Amplifier,Bose SoundTouch SA-4 Amplifier (Black),01709,Ecwid,,100.0,stripped_name,Amplifier,P,B00FG3DCPG,Bose SoundTouch SA-4 Amplifier (Black)
87,4,3,Bose SoundTouch SA-4 Amplifier Wireless Streaming Audio Receiver,Bose SoundTouch SA-4 Amplifier Black - Wireless Streaming Audio Receiver,257191609645,DRAGON_eBay,,0.88,threshold,Amplifier,P,B00FG3DCPG,Bose SoundTouch SA-4 Amplifier (Black)
99,3,0,Bose TA-3 Home Theater Amplifier,Bose TA-3 Home Theater Amplifier,IH-TEW0-1HEI,Amazon,B00NSWU8MC,100.0,stripped_name,Amplifier,P,B00NSWU8MC,Bose TA-3 Home Theater Amplifier
99,3,1,Bose TA-3 Home Theater Amplifier,Bose TA-3 Home Theater Amplifier,257184192675,DRAGON_eBay,,100.0,stripped_name,Amplifier,P,B00NSWU8MC,Bose TA-3 Home Theater Amplifier
155,4,0,Bose SoundTouch SA-5 Amplifier Compatible with Alexa 737253-1110,"Bose SoundTouch SA-5 Amplifier, Compatible with Alexa, Black (737253-1110)",,Amazon,B07JG5ZM8X,100.0,stripped_name,Amplifier,P,B07JG5ZM8X,"Bose SoundTouch SA-5 Amplifier, Compatible with Alexa, Black (737253-1110)"
155,4,1,Bose SoundTouch SA-5 Amplifier 737253-1110 Wi-Fi Bluetooth Alexa,Bose SoundTouch SA-5 Amplifier Black 737253-1110 Wi-Fi Bluetooth Alexa,257191613548,DRAGON_eBay,,0.88,threshold,Amplifier,P,B07JG5ZM8X,"Bose SoundTouch SA-5 Amplifier, Compatible with Alexa, Black (737253-1110)"
155,4,2,Bose 737253-1110 SoundTouch SA-5 Amplifier Works with Alexa,"Bose 737253-1110 SoundTouch SA-5 Amplifier, Works with Alexa, Black",DC-4PYC-06SH,Amazon,B013WQID8O,0.87,threshold,Amplifier,P,B07JG5ZM8X,"Bose SoundTouch SA-5 Amplifier, Compatible with Alexa, Black (737253-1110)"
155,4,3,Bose 737253-1110 SoundTouch SA-5 Amplifier Works with Alexa,"Bose 737253-1110 SoundTouch SA-5 Amplifier, Works with Alexa, Black",05016,Ecwid,,0.87,threshold,Amplifier,P,B07JG5ZM8X,"Bose SoundTouch SA-5 Amplifier, Compatible with Alexa, Black (737253-1110)"
101,4,1,Bose Bluetooth Audio,Bose Bluetooth Audio Adapter,DG-RQC7-FTH5,Amazon,B00NTUEDMY,100.0,stripped_name,Audio Device,P,B00NTUEDMY,Bose Bluetooth Audio Adapter
101,4,2,Bose Bluetooth Audio,Bose Bluetooth Audio Adapter,XT-WF8O-072M,Amazon,B00NTUEDMY,100.0,stripped_name,Audio Device,P,B00NTUEDMY,Bose Bluetooth Audio Adapter
20,3,0,Bose Link AL8 homewide Wireless Audio Link,Bose® Link AL8 homewide Wireless Audio Link,01812,Amazon,B0009JEZTY,100.0,stripped_name,Audio Link,P,B0009JEZTY,Bose� Link AL8 homewide Wireless Audio Link
20,3,1,Bose Link AL8 homewide Wireless Audio Link,Bose® Link AL8 homewide Wireless Audio Link,SR-XDQU-W1CP,Amazon,B0009JEZTY,100.0,stripped_name,Audio Link,P,B0009JEZTY,Bose� Link AL8 homewide Wireless Audio Link
10,7,1,Bose Wave Audio System Radio Cd,Bose Wave - Audio System - Radio / Cd - Graphite Gray,CH-J58C-STS8,Amazon,B00021Y9N6,100.0,stripped_name,Audio System,P,B00021Y9N6,Bose Wave - Audio System - Radio / Cd - Graphite Gray
10,7,2,Bose Wave Audio System Radio Cd,Bose Wave - Audio System - Radio / Cd - Graphite Gray,J3-6I5X-FUDU,Amazon,B00021Y9N6,100.0,stripped_name,Audio System,K,B00021Y9N6,Bose Wave - Audio System - Radio / Cd - Graphite Gray
10,7,3,Bose Wave Audio System Radio Cd,Bose Wave - Audio System - Radio/Cd - Graphite Gray,267453838780,DRAGON_eBay,,100.0,stripped_name,Audio System,P,B00021Y9N6,Bose Wave - Audio System - Radio / Cd - Graphite Gray
10,7,4,Bose Wave Audio System Radio Cd,Bose Wave - Audio System - Radio/Cd - Graphite Gray,04886,Ecwid,,100.0,stripped_name,Audio System,K,B00021Y9N6,Bose Wave - Audio System - Radio / Cd - Graphite Gray
10,7,6,Bose Wave Audio System Radio Cd with control,Bose Wave - Audio System - Radio / Cd - Graphite Gray -  with remote control,364273040815,USAV_eBay,,0.98,threshold,Audio System,K,B00021Y9N6,Bose Wave - Audio System - Radio / Cd - Graphite Gray
82,1,0,Bose Lifestyle 12 long Acoustimass audio input 9 pin male Media Center,Bose Lifestyle 12 ' long Acoustimass audio input Cable 9 pin male Media Center Cable,06-FQ35-MMTB,Amazon,B00DIL2C90,100.0,stripped_name,Audio System,P,B00DIL2C90,Bose Lifestyle 12 ' long Acoustimass audio input Cable 9 pin male Media Center Cable
101,4,0,Bose Bluetooth Audio,Bose Bluetooth Audio Adapter,01137-N,Amazon,B00NTUEDMY,100.0,stripped_name,Audio System,P,B00NTUEDMY,Bose Bluetooth Audio Adapter
101,4,3,Bose Bluetooth Audio,Bose Bluetooth Audio Adapter,01137,Ecwid,,100.0,stripped_name,Audio System,P,B00NTUEDMY,Bose Bluetooth Audio Adapter
141,3,0,Bose 767397-1110 Wireless Audio System Works with Alexa,"Bose 767397-1110 Wireless Audio System Adapter, Works with Alexa, Black",LL-O3E2-8TKB,Amazon,B01K6P08FA,100.0,stripped_name,Audio System,K,B01K6P08FA,"Bose 767397-1110 Wireless Audio System Adapter, Works with Alexa, Black"
250,4,0,AC for Bose SoundLink Mini Bluetooth Speaker Wall Charger,Replacement AC Adapter for Bose SoundLink® Mini Bluetooth® Speaker Wall Charger,04896,Amazon,B0F3MJ8D8F,100.0,stripped_name,Bluetooth Speaker,A,B0F3MJ8D8F,Replacement AC Adapter for Bose SoundLink� Mini Bluetooth� Speaker Wall Charger
23,25,23,Wave Multi-CD Changer,Wave Multi-CD Changer - Graphite Gray,6S-MWF7-NBXH,Amazon,B007ZQR15E,0.82,threshold,CD Changer,P,B00761SWWY,"Bose� Wave� Music System Multi-CD Changer, Graphite Gray"
83,1,0,Wave Multi-CD Changer Limited-Edition Burgundy,Wave® Multi-CD Changer  Limited-Edition Burgundy,QV-W99H-LOEB,Amazon,B00EAN9WYI,100.0,stripped_name,CD Changer,P,B00EAN9WYI,Wave� Multi-CD Changer � Limited-Edition Burgundy
259,2,0,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer,0C-8YG4-NGMA,Amazon,B0FP3SC5HL,100.0,stripped_name,CD Changer,A,B0FP3SC5HL,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer
259,2,1,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer,AS-GK32-YYMW,Amazon,B0FP3SC5HL,100.0,stripped_name,CD Changer,A,B0FP3SC5HL,USAV Solutions Update Disk Copy for Bose Wave Multi CD Changer
192,7,0,USAV Solutions Bluetooth Transmitter for Bose Wave CD Player to Bluetooth Speakers,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers,KL-R28R-99YU,Amazon,B0CS21Y1F2,100.0,stripped_name,CD Player,A,B0CS21Y1F2,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers
192,7,1,Bluetooth transmitter for Bose Wave CD Player to Bluetooth Speakers,Bluetooth transmitter  Adapter for Bose Wave CD Player to Bluetooth Speakers,364184994644,USAV_eBay,,1.26,threshold,CD Player,A,B0CS21Y1F2,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers
192,7,2,Bluetooth transmitter for Bose Wave CD Player to Bluetooth Speakers,Bluetooth transmitter  Adapter for Bose Wave CD Player to Bluetooth Speakers,155738008022,MEKONG_eBay,,1.26,threshold,CD Player,A,B0CS21Y1F2,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers
192,7,3,Bluetooth transmitter for Bose Wave CD Player to BOSE Bluetooth Speakers,Bluetooth transmitter Adapter for Bose Wave CD Player to BOSE Bluetooth Speakers,257184237943,DRAGON_eBay,,1.13,threshold,CD Player,A,B0CS21Y1F2,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers
192,7,4,Bluetooth transmitter for Bose Wave CD Player to BOSE Bluetooth Speakers,Bluetooth transmitter  Adapter for Bose Wave CD Player to BOSE Bluetooth Speakers,01791-2,Ecwid,,1.13,threshold,CD Player,A,B0CS21Y1F2,USAV Solutions Bluetooth Transmitter Adapter for Bose Wave CD Player to Bluetooth Speakers
184,58,9,USAV Bluetooth for Bose Acoustic Wave Music System II CD-3000,USAV Bluetooth Adapter for Bose Acoustic Wave Music System II | CD-3000,364207289872,USAV_eBay,,100.0,stripped_name,CD-3000,A,B0C7BDQT63,USAV OEM Bluetooth Adapter for Bose Acoustic Wave Music System II | CD-3000
184,58,10,USAV Bluetooth for Bose Acoustic Wave Music System II CD-3000,USAV Bluetooth Adapter for Bose Acoustic Wave Music System II | CD-3000,155737995965,MEKONG_eBay,,100.0,stripped_name,CD-3000,A,B0C7BDQT63,USAV OEM Bluetooth Adapter for Bose Acoustic Wave Music System II | CD-3000
139,3,1,Bose Acoustic Wave Music System CD Player CD3000,Bose Acoustic Wave Music System CD Player (CD3000),HV-BNMZ-MHRZ,Amazon,B01FNH4SZ2,100.0,stripped_name,CD3000,P,B01FNH4SZ2,Bose Acoustic Wave Music System CD Player (CD3000)
139,3,2,Bose Acoustic Wave Music System CD Player CD3000,Bose Acoustic Wave Music System CD Player (CD3000),257184186210,DRAGON_eBay,,100.0,stripped_name,CD3000,P,B01FNH4SZ2,Bose Acoustic Wave Music System CD Player (CD3000)
1,8,1,Factory-renewed Bose VCS-10 Center Channel Speaker,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,ZB-AFHB-Y58D,Amazon,B00005T3NH,100.0,stripped_name,Center Channel Speaker,P,B00005T3NH,Factory-renewed Bose VCS-10 Center Channel Speaker - Black
258,3,1,USAV Solutions Jewel Cube II Center Channel Speaker Compact Design High-Performance Audio Wired Connectivity for Home Theater System,"USAV Solutions Replacement Jewel Cube II Center Channel Speaker, White, Compact Design, High-Performance Audio, Wired Connectivity, for Home Theater System",05026-F,Amazon,B0FGKN3BWP,100.0,stripped_name,Center Channel Speaker,P,B0FGKN3BWP,"USAV Solutions Replacement Jewel Cube II Center Channel Speaker, White, Compact Design, High-Performance Audio, Wired Connectivity, for Home Theater System"
258,3,2,Bose Jewel Cube II Center Channel Speaker Compact Design High-Performance Audio Wired Connectivity for Home Theater System,"Bose Jewel Cube II Center Channel Speaker, White, Compact Design, High-Performance Audio, Wired Connectivity, for Home Theater System",05026,Ecwid,,1.01,threshold,Center Channel Speaker,P,B0FGKN3BWP,"USAV Solutions Replacement Jewel Cube II Center Channel Speaker, White, Compact Design, High-Performance Audio, Wired Connectivity, for Home Theater System"
22,2,1,PS2 Guitar Hero with Guitar,PS2 Guitar Hero (Bundle with Guitar,04930-N,Ecwid,,0.86,threshold,Console,K,B000BU8YA2,Guitar Hero (Bundle with Guitar)
38,1,0,Rock Band 2 Standalone Drums,Rock Band 2 Standalone Drums,,Amazon,B001E90A4W,100.0,stripped_name,Console,A,B001E90A4W,Rock Band 2 Standalone Drums
41,13,0,Xbox 360 Guitar Hero World Tour Alone Drums video game,Xbox 360 Guitar Hero World Tour - Stand Alone Drums [video game],N1-AL9Z-X8ZY,Amazon,B001G8YV6Y,100.0,stripped_name,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,2,Xbox 360 Guitar Hero World Tour Alone Drums video game,Xbox 360 Guitar Hero World Tour - Stand Alone Drums [video game],MU-75J6-EDN5,Amazon,B001G8YV6Y,100.0,stripped_name,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,4,Xbox 360 Guitar Hero World Tour Alone Drums video game,Xbox 360 Guitar Hero World Tour - Stand Alone Drums [video game],Y8-RU3G-BNYY,Amazon,B001G8YV6Y,100.0,stripped_name,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,5,Xbox 360 Guitar Hero World Tour Alone Guitar video game,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar [video game],50-SPQQ-0EMT,Amazon,B001Q9XT8E,1.0,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,6,Xbox 360 Guitar Hero World Tour Alone Guitar video game,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar [video game],OR-N6Q2-GJHG,Amazon,B001Q9XT8E,1.0,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,7,Xbox 360 Guitar Hero World Tour Alone Guitar,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar,363492186122,USAV_eBay,,0.97,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,8,Xbox 360 Guitar Hero World Tour Band video game,Xbox 360 Guitar Hero World Tour Band Bundle [video game],II-X1H2-6DS9,Amazon,B001ABN82A,0.85,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,9,Xbox 360 Guitar Hero World Tour Band video game,Xbox 360 Guitar Hero World Tour Band Bundle [video game],QR-FWMA-LK5G,Amazon,B001ABN82A,0.85,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,10,Xbox 360 Guitar Hero World Tour Wireless Guitar Controller,Xbox 360 Guitar Hero World Tour - Wireless Guitar Controller,363618568055,USAV_eBay,,0.79,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
41,13,11,Xbox 360 Guitar Hero World Tour Drum and Microphone Kit video game,Xbox 360 Guitar Hero World Tour Drum and Microphone Kit [video game],8E-7ATJ-9CM4,Amazon,B001NJ4YA4,0.75,threshold,Console,A,B001G8YV6Y,Xbox 360 Guitar Hero World Tour - Stand Alone Drums
42,1,0,Guitar Hero X-Plorer Wired Guitar Controller Xbox 360 video game,Guitar Hero X-Plorer Wired Guitar Controller (Xbox 360) [video game],SF-U4BN-RD40,Amazon,B001GIPSC0,100.0,stripped_name,Console,A,B001GIPSC0,Guitar Hero X-Plorer Wired Guitar Controller (Xbox 360)
44,14,0,Guitar Hero World Tour Alone Drums Nintendo Wii video game,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii [video game],AW-QMTO-8XDG,Amazon,B001Q9XT34,100.0,stripped_name,Console,A,B001Q9XT34,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii
44,14,3,Guitar Hero World Tour Alone Guitar Playstation 3 video game,Guitar Hero World Tour - Stand Alone Guitar - Playstation 3 [video game],KW-S6RN-CV78,Amazon,B001Q9XT7A,0.97,threshold,Console,A,B002JTX9JE,Guitar Hero World Tour - Stand Alone Guitar
44,14,4,Xbox 360 Guitar Hero World Tour Alone Guitar video game,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar [video game],50-SPQQ-0EMT,Amazon,B001Q9XT8E,0.94,threshold,Console,A,B002JTX9JE,Guitar Hero World Tour - Stand Alone Guitar
44,14,6,Xbox 360 Guitar Hero World Tour Alone Guitar,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar,363492186122,USAV_eBay,,0.86,threshold,Console,A,B002JTX9JE,Guitar Hero World Tour - Stand Alone Guitar
44,14,8,Wii Guitar Hero World Tour Alone Guitar video game,Wii Guitar Hero World Tour - Stand Alone Guitar [video game],KU-P8XG-76MT,Amazon,B001Q9XT9S,0.8,threshold,Console,A,B001Q9XT34,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii
44,14,9,Xbox 360 Guitar Hero World Tour Alone Guitar video game,Xbox 360 Guitar Hero World Tour - Stand Alone Guitar [video game],OR-N6Q2-GJHG,Amazon,B001Q9XT8E,0.79,threshold,Console,A,B002JTX9JE,Guitar Hero World Tour - Stand Alone Guitar
44,14,11,Wii Guitar Hero World Tour Alone Guitar,Wii Guitar Hero World Tour - Stand Alone Guitar,363618706804,USAV_eBay,,0.76,threshold,Console,A,B001Q9XT34,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii
44,14,12,Wii Guitar Hero World Tour Alone Guitar, Wii Guitar Hero World Tour - Stand Alone Guitar,266672835679,DRAGON_eBay,,0.76,threshold,Console,A,B001Q9XT34,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii
44,14,13,Wii Guitar Hero World Tour Alone Guitar,Wii Guitar Hero World Tour - Stand Alone Guitar,04986,Ecwid,,0.76,threshold,Console,A,B001Q9XT34,Guitar Hero World Tour - Stand Alone Drums - Nintendo Wii
58,1,0,Rock Band 3 Wireless Fender Mustang PRO-Guitar Controller for PlayStation 3 video game,Rock Band 3 Wireless Fender Mustang PRO-Guitar Controller for PlayStation 3 [video game],7N-GI2X-N01Z,Amazon,B003RS1A7Y,100.0,stripped_name,Console,A,B003RS1A7Y,Rock Band 3 Wireless Fender Mustang PRO-Guitar Controller for PlayStation 3
61,2,0,Wireless Guitar for Wii Guitar Hero and Rock Band Games Excluding Rock Band 1 Color video game,"Wireless Guitar for Wii Guitar Hero and Rock Band Games (Excluding Rock Band 1), Color White [video game]",MQ-ZHOF-5KEX,Amazon,B004XDCJ4A,100.0,stripped_name,Console,A,B004XDCJ4A,"Wireless Guitar for Wii Guitar Hero and Rock Band Games (Excluding Rock Band 1), Color White"
61,2,1,Wireless Guitar for Wii Guitar Hero and Rock Band Games Excluding Rock Band 1 Color video game,"Wireless Guitar for Wii Guitar Hero and Rock Band Games (Excluding Rock Band 1), Color White [video game]",TO-XHHF-YF1M,Amazon,B004XDCJ4A,100.0,stripped_name,Console,A,B004XDCJ4A,"Wireless Guitar for Wii Guitar Hero and Rock Band Games (Excluding Rock Band 1), Color White"
65,4,1,Bose Personal Music Center III,Bose Personal Music Center III,MH-TL2E-QOT7,Amazon,B005MJF09A,100.0,stripped_name,Console,P,B005MJF09A,Bose Personal Music Center III
75,3,0,Guitar Hero III Legends of Rock Wired Game Guitar for Playstation 2 video game,Guitar Hero III Legends of Rock Wired Bundle (Game & Guitar) for Playstation 2 [video game],5I-VWCO-FNHC,Amazon,B0084UNJ8S,100.0,stripped_name,Console,A,B0084UNJ8S,Guitar Hero III Legends of Rock Wired Bundle (Game & Guitar) for Playstation 2
75,3,1,Guitar Hero III Legends of Rock Wired Game Guitar for Playstation 2 video game,Guitar Hero III Legends of Rock Wired Bundle (Game & Guitar) for Playstation 2 [video game],HT-5Z51-ZEV4,Amazon,B0084UNJ8S,100.0,stripped_name,Console,A,B0084UNJ8S,Guitar Hero III Legends of Rock Wired Bundle (Game & Guitar) for Playstation 2
135,4,0,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With Dongle String,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With Dongle & String,T8-57P3-RUOE,Amazon,B01DL9LJOC,100.0,stripped_name,Console,A,B01DL9LJOC,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With Dongle & String
135,4,2,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With USB Dongle,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With USB Dongle,363534843734,USAV_eBay,,0.91,threshold,Console,A,B01DL9LJOC,Guitar Hero Live Wireless Guitar Controller 0000654 For PS3 With Dongle & String
136,3,1,Mad Catz Rock Band 4 Wireless Fender Stratocaster Guitar Controller and Software for PlayStation 4 video game,Mad Catz Rock Band 4 Wireless Fender Stratocaster Guitar Controller and Software Bundle for PlayStation 4 - Red [video game],CU-RB9H-0TZX,Amazon,B01C6YT8AA,0.9,threshold,Console,A,B01EHKLZDO,Mad Catz Rock Band 4 Wireless Fender Stratocaster Guitar Controller and Software Bundle for PlayStation 4
148,2,1,Guitar Hero Live Xbox 360 Game Gaming Controller Guitar video game,"Guitar Hero Live Xbox 360 Game, Gaming Controller Guitar [video game]",XK-RAG7-S3R4,Amazon,B073PBXGNF,100.0,stripped_name,Console,A,B073PBXGNF,"Guitar Hero Live Xbox 360 Game, Gaming Controller Guitar"
187,2,0,Power Supply Model DCS91 33V 1 1A MAX for Bose AV18 AV28 AV38 AV48,Replacement Power Supply Model DCS91 Adapter 33V 1.1A MAX for Bose AV18 AV28 AV38 AV48,KG-06MN-D5ZK,Amazon,B0C86RY5HJ,100.0,stripped_name,Console,P,B0C86RY5HJ,Replacement Power Supply Model DCS91 Adapter 33V 1.1A MAX for Bose AV18 AV28 AV38 AV48
242,6,3,HDMI Output Upgrade Kit For Bose Lifestyle AV18 AV28 AV38 AV48,HDMI Output Upgrade Kit For Bose Lifestyle AV18 AV28 AV38 AV48,265735795821,DRAGON_eBay,,0.88,threshold,Console,A,B0DNWT69PR,USAV Solutions HDMI Output Upgrade Kit for Bose AV18 AV28 AV38 AV48 Media Center
